"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","±³ÅëÁ¤º¸","È¨ÆäÀÌÁö ¾ğ¾î","´ëÇ¥¸Ş´º"
"14585","ko","Æ®¶óÅä¸®¾Æ¸ğ·Î","https://korean.visitseoul.net/restaurants/Æ®¶óÅä¸®¾Æ¸ğ·Î1/KOP014585?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014585","135-090 ¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 115-17","06154 ¼­¿ïÆ¯º°½Ã °­³²±¸ ºÀÀº»ç·Î68±æ 21 (»ï¼ºµ¿) ","02-556-6997","","11:30~15:00, 17:30~22:00","9È£¼± »ï¼ºÁß¾Ó¿ª 7¹ø Ãâ±¸","","ÇØ¹°½ºÆÄ°ÔÆ¼, Å©¸²¼Ò½º¸®Á¶¶Ç, ½ÃÀú»ø·¯µå"
"14608","zh-TW","ìÒŞÑÔ×Øı??","https://tchinese.visitseoul.net/restaurants/ìÒŞÑÔ×Øı??2/TCP014605?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014605","110-300 âÏì³ã¼ñ£ÖØÏ¡Î°ı³Ô× 29-2","03148 âÏì³ã¼ñ£ÖØÏ¡ìÒŞÑÔ×8Ê¶14-1 ","+82-2-735-5481","http://cityfood.co.kr/h.php?id=32026","øÁìí11:30~14:50¡¢17:00~21:00/ñÎØÇ11:30~16:00¡¢17:00~21:00 KST","ò¢ôÑ3ûÜàÊäÌÏĞó×6ûÜõóÏ¢ ò¢ôÑ5ûÜàÊñ£ÖØ3Ê¶ó×5ûÜõóÏ¢ ","",""
"3420","zh-CN","òå?ßæ?ø¸(Jindonghoetjipdun)","https://chinese.visitseoul.net/restaurants/òå?ßæ?ø¸Jindonghoetjipdun1/CNP003416?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP003416","137-905 âÏ?÷å?ã¼ßúõ®?œüêÂÔ× 36-32","06530 âÏ?ã¼ßúõ®?Ë°ÑõÓŞÖØ91Ê¶18 ","+82-2-544-2179","","12:00 ~ 22:00 (KST)","7?? ?? 6õóÏ¢  ","","??? ?? ?Íéí©ãó"
"3756","ko","³²¼­¿ï¹Î¹°Àå¾î","https://korean.visitseoul.net/restaurants/³²¼­¿ï¹Î¹°Àå¾î/KOP003754?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003754","135-545 ¼­¿ï °­³²±¸ ³íÇöµ¿ 204-3 204-3","06121 ¼­¿ï °­³²±¸ ºÀÀº»ç·Î 137 (»ó¿øºôµù) ","02-544-1010","","12:00 ~ 21:30","9È£¼± ½Å³íÇö¿ª 3¹ø Ãâ±¸  ","","Àå¾î±¸ÀÌ, Àå¾î°íÃßÀå±¸ÀÌ, Àå¾îµ¤¹ä"
"3757","ja","«Ê«à«½«¦«ë¡¤«ß«ó«à«ë«¸«ã«ó«ª","https://japanese.visitseoul.net/restaurants/«Ê«à«½«¦«ë¡¤«ß«ó«à«ë«¸«ã«ó«ª/JPP003754?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP003754","06121 «½«¦«ëã¼Ë°Ñõ?ÒÕúÖÔ× 204-3","060121 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?)«İ«ó«¦«ó«µ«í137 ","+82-2-544-1010","","12:00 ~ 21:30 (KST)","9?àÊ «·«ó«Î«ó«Ò«ç«ó 3ÛãõóÏ¢  ","","ª¦ªÊª®"
"3764","zh-TW","İ£ìé?ÛÉÍé","https://tchinese.visitseoul.net/restaurants/Builgalbi-TC/TCP003729?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003729","137-864 âÏì³ã¼ßúõ®Ï¡ßúõ®Ô×1427-6 ","06725 âÏì³ã¼ßúõ®Ï¡ßúõ®ñéäçÖØ2Ê¶42 ","+82-2-3482-3112","http://www.booilgalbi.com","11:00 ~ 22:00 KST","ò¢ôÑ3ûÜàÊÑõİ»÷éŞÍËÔê¡ó×4-1ûÜõóÏ¢ÜÆú¼10İÂñ¤ ","ùÛÙş",""
"28526","zh-CN","ÑõÓŞ??è©???","https://chinese.visitseoul.net/restaurants/ÑõÓŞ??è©???/CNP028279?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP028279","100-094 âÏ?ã¼ñé?ÑõÓŞ?ÖØ4Ê¶71-1 ","04526 âÏ?ã¼ñé?ÑõÓŞ?ÖØ11 (ÑõÓŞ?ÖØ4Ê¶) ","+82-70-4509-9100","","øÁìí 08:00~21:00 (KST) ñ²ØÇ 10:00~19:00 (KST)","4????ó×6?õóÏ¢ÜÆú¼413Ú·","","Ò´?ŞŞ? 5,500?êª ßæË©Ìıù«Òş 6,500?êª ???? 3,500?êª ?Íü?? 4,000?êª"
"9494","en","Arirang","https://english.visitseoul.net/restaurants/Arirang/ENP009490?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP009490"," Sogong-dong, Jung-gu, Seoul 72-2","04532 23, Namdaemun-ro 7-gil, Jung-gu, Seoul ","+82-2-752-1342","","11:30 - 22:00 (KST)","Euljiro 1(il)-ga Station (subway line 2) exit 7  ","",""
"12156","en","Coreanos Kitchen ","https://english.visitseoul.net/restaurants/Coreanos-Kitchen-Apgujeong-Branch/ENP012153?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP012153"," 657-11, Sinsa-dong, Gangnam-gu, Seoul ","06018 25, Seolleung-ro 157-gil, Gangnam-gu, Seoul ","+82-2-547-4427","http://coreanoskitchen.com/en/","* Sunday - Wednesday 12:00 - 22:30 * Thursday - Saturday 12:00 - 23:00","Bundang Line, Apgujeong Rodeo Station, Exit 5","KOR, ENG",""
"3793","ko","ºÀÀÚ³×","https://korean.visitseoul.net/restaurants/ºÀÀÚ³×-KR/KOP003791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003791","140-030 ¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÀÌÃÌµ¿ 302-68","04427 ¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÀÌÃÌ·Î 182 (ÀÌÃÌµ¿) ","02-790-8636","","ÆòÀÏ 16:00 ~ 01:00 Åä¿äÀÏ 16:00 ~ 24:00","4È£¼± ÀÌÃÌ¿ª 5¹ø Ãâ±¸  ","",""
"12014","ja","Ola","https://japanese.visitseoul.net/restaurants/Ola-JP/JPP011999?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP011999","150-916 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ×17 ","07236 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«¦«£«µ«À«ó«Ç«í38 (æ£ëøÓöÔ×)","+82-507-1425-7220","http://www.ola.kr/main_idx.php","øÁìí11:30~14:30¡¢17:30~22:00 / ñÎØÇ11:30~15:00¡¢17:00~22:00 KST","ò¢ù»?9?àÊ¡¸«¯«¯«§«¦«£«µ«À«ó¡¹?4ÛãõóÏ¢","ùÛ?åŞ",""
"12076","ja","ëå?ªÎßµ","https://japanese.visitseoul.net/restaurants/forest-of-music¡©jp/JPP012076?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP012076","  ","04607 «½«¦«ëñé?ÔÔûÉÖØ192 ","+82-2-2274-2254","","18:00 ~ 24:00 (KST)","3¡¢6?àÊ?â©?2ÛãõóÏ¢","",""
"12570","zh-CN","çüÙÊÊ«","https://chinese.visitseoul.net/restaurants/çüÙÊÊ«-ch/CNP012568?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP012568"," âÏ?÷å?ã¼?ô¹?ÙÊÔ×917ÙÊÔ×paragonò¢ù»ßÂ?Ê¶1?45? ","07997 âÏ?ã¼?ô¹?ÙÊÔ×à¤ÖØ155 ","+82-507-1419-6692","","14:00 ~ 23:00 (KST)","5?? çüÙÊ? 2?õóÏ¢ 500Ú·  ","","îÄğ´"
"6124","en","Micah Halmae","https://english.visitseoul.net/restaurants/Micah-Halmae/ENP006101?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006101","151-891 1428-21, Sillim-dong, Gwanak-gu, Seoul, Korea ","08753 374, Sillim-ro, Gwanak-gu, Seoul, Korea ","+82-2-888-6940","https://migahalmejib.modoo.at/","Weekdays: 11:30?15:00, 16:30?22:00 / Weekends: 11:30?22:00 KST","Line 2 Sillim Stn. Exit 7","","Korean Beef Sirloin Course Korean Rib Meat Course Marinated Rib Course"
"5423","zh-CN","ïÒãİÓÑ(Jeongsikdang)","https://chinese.visitseoul.net/restaurants/ïÒãİÓÑJeongsikdang1/CNP005422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005422","135-896 âÏ?ã¼Ë°Ñõ?ôèÓÁÔ×83-24 ","06014 âÏ?ã¼Ë°Ñõ?à¾×ÕÖØ158Ê¶11 ","+82-2-517-4654","http://www.jungsik.kr/","12:00~15:00, 17:30~22:00 KST","3?? ää?ïÍó×4?õóÏ¢ İÎÓĞ? ää?ïÍ?Óì?ó×4?õóÏ¢  ","","çí?÷ßóÉ ?óÉ÷ßóÉ"
"10802","en","La Cucina","https://english.visitseoul.net/restaurants/La-Cucina1/ENP010798?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP010798","140-856 258-7, Itaewon 2(i)-dong, Yongsan-gu, Seoul ","04346 10, Hoenamu-ro 44-gil, Yongsan-gu, Seoul ","+82-2-794-6006","http://www.la-cucina.co.kr","12:00-15:00, 17:00-21:30 KST","Subway Line 6, Itaewon Station, Exit 2  ","KOR",""
"10813","ko","¸®Æ²»çÀÌ°ø","https://korean.visitseoul.net/restaurants/¸®Æ²»çÀÌ°ø/KOP010813?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010813","135-896 ¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 640-1","06017 ¼­¿ïÆ¯º°½Ã °­³²±¸ ¾ğÁÖ·Î174±æ 26 (½Å»çµ¿) ","02-547-9050","","ÀÏ~¼ö 11:30~22:00, ¸ñ~Åä 11:30~02:00","3È£¼± ¾Ğ±¸Á¤¿ª 2¹ø Ãâ±¸ ºĞ´ç¼± ¾Ğ±¸Á¤·Îµ¥¿À¿ª 5,6¹ø Ãâ±¸ µµº¸ 10ºĞ¼Ò¿ä  ","","°íÀÌ²Ù¿Â, Â¥ÁÒ, ²ÄÂ¡´ÉÁÖ, ºĞÂ¥"
"10814","zh-CN","á³à¤?(Little Saigon)","https://chinese.visitseoul.net/restaurants/á³à¤?Little-Saigon3/CNP010813?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP010813","135-896 âÏ?÷å?ã¼Ë°Ñõ?ãæŞÍÔ× 640-1","06017 âÏ?ã¼Ë°Ñõ?åéñ¶ÖØ174Ê¶26 ","+82-2-547-9050","","ìí~â© 11:30~22:00, ñ²ŞÌ~÷Ï 11:30~02:00 KST","3?? ää?ïÍó×2?õóÏ¢ İÎÓĞ? ää?ïÍ?Óì?ó×5,6?õóÏ¢ÜÆú¼10İÂ?  ","","êÆÑõÖù×â"
"10878","ko","°æÀÎ¹Ì¼ú°ü ÀüÅë´Ù¿ø","https://korean.visitseoul.net/restaurants/°æÀÎ¹Ì¼ú°üÀüÅë´Ù¿ø/KOP010878?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010878","110-300 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °üÈÆµ¿ 30-1","03146 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÎ»çµ¿10±æ 11-4 (°üÈÆµ¿) °æÀÎ¹Ì¼ú°ü","0507-1339-6305","http://www.kyunginart.co.kr","¸ÅÀÏ 11:00 ~ 21:20","3È£¼± ¾È±¹¿ª 6¹ø Ãâ±¸  ","ÇÑ±¹¾î","ÀüÅëÂ÷, ÀÙÂ÷, °Ç°­Â÷, ¹Ì¿ëÂ÷"
"12163","en","Encore Kalguksu","https://english.visitseoul.net/restaurants/Encore-Kalguksu/ENP012163?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP012163","137-070 Seocho-dong, Seocho-gu, Seoul 1451-94","06719 69, Hyoryeong-ro 52-gil, Seocho-gu, Seoul ","+82-2-525-8418","","11:00 - 21:00 (KST)","Line 3 Nambu Bus Terminal Exit 5  ","",""
"14634","ja","«¦«©«ó«¸«ç¡¤«Ï«ë«â«Ë¡¤«È«Ã«İ«Ã«­","https://japanese.visitseoul.net/restaurants/«¦«©«ó«¸«ç¡¤«Ï«ë«â«Ë¡¤«È«Ã«İ«Ã«­/JPP014630?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP014630"," «½«¦«ëã¼ñ¤ÖØ?÷×ìÒÔ×94 ","03036 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ã«Ï«à«ó«í15«®«ë13 (÷×ìÒÔ×)","+82-2-725-4870","","08:00 ~ 20:00 KST","ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó¡¹?2ÛãõóÏ¢¡¡ ","","«­«ë«à«È«Ã«İ«Ã«­(êú«È«Ã«İ«Ã«­)¡¢«Ô«ó«Ç«È«Ã«¯(?ÔçªÎ«Á«Â«ß)¡¢«â«É«¥«à«¸«ç«ó(«Á«Â«ßªÎàüªêùêªïª»)"
"12581","zh-TW","Ø½í¨","https://tchinese.visitseoul.net/restaurants/Ø½óøWan-Chai/TCP012577?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP012577","03777 âÏì³÷åÜ¬ã¼à¤ÓŞÚ¦Ï¡óçô¹Ô× 5-35","03777 âÏì³ã¼à¤ÓŞÚ¦Ï¡Ù£ÚªÊ¶50-7 ","+82-507-1441-0302","","11:00 ~ 21:00 (KST)","ò¢ôÑ2ûÜàÊãæõ½ó×3ûÜõóÏ¢","","ìéÚõñéóø"
"10896","en","Gobau","https://english.visitseoul.net/restaurants/Gobau/ENP010893?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP010893","03776 31-17, Changcheon-dong, Seodaemun-gu, Seoul ","03776 22, Myeongmul 1-gil, Seodaemun-gu, Seoul ","+82-2-393-2576","","16:00 - 23:00 (KST)","Subway Line 2, Sinchon Station, Exit 3  ","",""
"3845","en","Michaya","https://english.visitseoul.net/restaurants/Michaya1/ENP003845?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP003845","121-841 Seogyo-dong, Mapo-gu, Seoul 446-59","04001 145-1 Donggyo-ro, Mapo-gu, Seoul ","+82-2-3143-3579","","12:00 - 22:00 (KST)","- Hongik Univ. Station (subway line 2) exit 1  ","","Rare Cheesecake Chocolat Tart"
"3848","zh-CN","Michaya","https://chinese.visitseoul.net/restaurants/Michaya3/CNP003845?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP003845","121-841 âÏ?÷å?ã¼Ø«øİ?à¤?Ô× 446-59","04401 âÏ?ã¼Ø«øİ???ÖØ145-1 ","+82-2-3143-3579","","12:00 ~ 22:00 (KST)","2?? ûğÓŞìıÏ¢ 1?õóÏ¢  ","","??Õ¬Íı?Ó±? ÎåĞºÕôÓ±?"
"14939","zh-TW","Saffron","https://tchinese.visitseoul.net/restaurants/Saffron-TC/TCP014936?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014936"," âÏì³ã¼ñéÏ¡íşÎéÔ×74 ","04542 âÏì³ã¼ñéÏ¡ß²ìéÓŞÖØ362 ","+82-2-6361-8644","","11:30 ~ 22:00 (KST) ","ò¢ôÑ2¡¢3ûÜàÊëàò¨ÖØ3Ê¶ó×1ûÜõóÏ¢","",""
"6241","zh-TW","Ş«åÀÓö","https://tchinese.visitseoul.net/restaurants/Ş«åÀÓöBiyangdo2/TCP006241?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP006241","136-823 âÏì³÷åÜ¬ã¼àòİÁÏ¡àòİÁÔ× 271-1","02838 âÏì³ã¼àòİÁÏ¡àòİÁÖØ160 ","+82-507-1397-1588","","11:30 ~ 15:00 / 17:00 ~ 22:00 KST","ò¢ôÑ4ûÜàÊùÓàòÓŞùÊó×5ûÜõóÏ¢","",""
"4367","ja","Rosehill","https://japanese.visitseoul.net/restaurants/Rosehill2/JPP004367?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP004367","06236 «½«¦«ëã¼Ë°Ñõ??ß²Ô× 737","06236 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?)«Æ«Ø«é«ó«í152 ò¢ù»1Í­","+82-507-1383-2091","http://www.irosehill.co.kr","11:30 ? 15:00£¯17:00 ? 22:00 (KST)","2?àÊ «è«¯«µ«à 2ÛãõóÏ¢  ","","ùÛéÚßÜË½ªê«í?«¹ «Á«Â«ßªÎàüªêùêªïª»"
"14731","zh-CN","Durga","https://chinese.visitseoul.net/restaurants/Durga-CN/CNP014731?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP014731","110-121 âÏ?÷å?ã¼?ÖØ??ÖØìéÊ¶ 24","110-121 âÏ?ã¼?ÖØ??ÖØ19 ","+82-2-733-4786","http://www.durga.co.kr","10:30~23:00","1?? ??ó×1?õóÏ¢","",""
"13107","en","About Shabu","https://english.visitseoul.net/restaurants/About-Shabu/ENP013103?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP013103","110-809 Dongsung-dong, Jongno-gu, Seoul 1-88","03086 61, Daehak-ro 12-gil, Jongno-gu, Seoul ","+82-2-747-7730","http://www.shabu.co.kr","10:30-22:00 KST","Line 4 Hyehwa Exit 2","","Beef Shabu Fresh Noodle, Beef Shabu Set, Beef Loin on a Hot Plate"
"10737","ko","³²¸ÅÁı","https://korean.visitseoul.net/restaurants/³²¸ÅÁı/KOP010733?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010733","100-080 ¼­¿ïÆ¯º°½Ã Áß±¸ ºÏÃ¢µ¿ 19-1","04526 ¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î1±æ 41 (ºÏÃ¢µ¿) ","02-777-0735","","¸ÅÀÏ 12:30 ~ 23:00","1, 2È£¼± ½ÃÃ»¿ª 7¹ø Ãâ±¸  ","","°õÀå¾î±¸ÀÌ, µÅÁö°íÃßÀå±¸ÀÌ"
"3526","zh-TW","õ®?õ½á³ıŞïÁ(Ttalgigolbunsik)","https://tchinese.visitseoul.net/restaurants/õ®?õ½á³ıŞïÁ2/TCP003526?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003526","03721 âÏì³ã¼à¤ÓŞÚ¦Ï¡ÓŞãæÔ× 84-8","03721 âÏì³ã¼à¤ÓŞÚ¦Ï¡æÅÓŞÔÔÚ¦Ê¶29 ","+82-2-363-5563","","07:00 ~ 21:30 (KST)","2ûÜàÊ ×ŞÓŞ 2ûÜõóÏ¢  ","",""
"28353","ja","«È«¯«¹«êÒşÛ®","https://japanese.visitseoul.net/restaurants/eagle-coffee-shop-jp/JPP028329?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP028329","  ","03776 à¤ÓŞÚ¦? «è«ó«»«í 36¡¢«È«¯«¹«ê«Ó«ë 8Í­ ","+82-2-363-1222","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2253","11:00~24:00","2?àÊãæõ½?3ÛãõóÏ¢ª«ªé361m","",""
"4320","ko","¿ø´ë±¸ÅÁ(»ï°¢Áö¿ª) ","https://korean.visitseoul.net/restaurants/¿ø´ë±¸ÅÁ/KOP004320?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004320"," ¼­¿ï ¿ë»ê±¸ ¿ë»êµ¿3°¡ 1-19 ","04382 ¼­¿ï ¿ë»ê±¸ ÇÑ°­´ë·Î62°¡±æ 14 (¿ë»êµ¿3°¡) ","010-4991-9286","","¿ù~Åä 11:30~22:00","4È£¼± »ï°¢Áö¿ª 1¹ø Ãâ±¸   ","","´ë±¸ÅÁ, ³»ÀåÅÁ, ¸¼ÀºÅÁ, ´ë°¡¸®ÅÁ"
"4162","zh-TW","áÅûßïÍ","https://tchinese.visitseoul.net/restaurants/Sohojeong-TC/TCP004143?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004143","137-899 âÏì³ã¼ßúõ®Ï¡ÕŞî¦Ô×392-11 ","06783 âÏì³ã¼ßúõ®Ï¡ÖåúÖÖØ27 ","+82-2-579-7282","","11:00~21:00 KST","ò¢ôÑ3ûÜàÊÕŞî¦ó×8ûÜõóÏ¢    ò¢ôÑãæİÎÓĞàÊÕŞî¦ã¼ÚÅñı×ù(ØŞúÍ)ó×2,3ûÜõóÏ¢","",""
"11714","zh-TW","êóòäãİÓÑ","https://tchinese.visitseoul.net/restaurants/Yujin-sikdang-TC/TCP011706?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP011706","110-320 âÏì³ã¼ñ¤ÖØÏ¡äÅê®Ô× 221 ","03140 âÏì³ã¼ñ¤ÖØÏ¡ñ¤ÖØ17Ê¶40 ","+82-2-764-2835","","11:30 - 21:00 KST (break time 14:30 - 16:00)","ò¢ôÑ1ûÜàÊñ¤ÖØ3Ê¶ó×5ûÜõóÏ¢   ","",""
"7253","zh-TW","Club Espresso","https://tchinese.visitseoul.net/restaurants/Club-Espresso-TC/TCP007241?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP007241","110-817 âÏì³ã¼ñ£ÖØÏ¡ÜõäÛÔ×257-1 ","03020 âÏì³ã¼ñ£ÖØÏ¡óàëùÚ¦ÖØ132 ","+82-2-764-8719","http://www.clubespresso.co.kr/","09:00~22:00","3ûÜàÊÌØÜØÏàó×2ûÜõóÏ¢","ùÛÙş",""
"2411","zh-TW","Ü¡ğ¨ÛÉÍé","https://tchinese.visitseoul.net/restaurants/Byeokjegalbi-TC/TCP002396?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002396","138-835 âÏì³ã¼áæ÷çÏ¡Û»ì¨Ô×205-8 ","05639 âÏì³ã¼áæ÷çÏ¡ÕŞî¦ÓŞÖØ71Ê¶1-4 ","+82-2-415-5522","","11:30 ~ 22:00 KST","ò¢ôÑ5ûÜàÊ(Ø©ô¹Û°ú¾)Û»ì¿ó×4ûÜõóÏ¢","","ğàÚ«ùÛéÚÛÉÍé¡¢?ğàÚ«ùÛéÚë¿¡¢ÕÒØı"
"2412","zh-TW","ÎÃåÕ?ë¿","https://tchinese.visitseoul.net/restaurants/ÎÃåÕ?ë¿2/TCP002412?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002412","158-094 âÏì³ã¼ åÕô¹Ï¡ ãæêÅ4Ô× 438-5","07928 âÏì³ã¼åÕô¹Ï¡Ñõİ»âàü»ÖØ531 ","+82-2-2697-9999","","10:00 ~ 21:30 (KST)","5ûÜàÊó×ãæïÍó×1ûÜõóÏ¢÷³ã«602¡¢640¡¢6211¡¢6715¡¢6624Íëó³ò¸ùÛÎÃÜØò³üåÎ½ù»ó³","","ÎÃåÕ?ë¿ : 27,000ùÛêª éÚ×ÎäÑë¿ : 38,000ùÛêª"
"14285","zh-CN","ß²??(Samhakdo)","https://chinese.visitseoul.net/restaurants/ß²??Samhakdo-/CNP014283?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP014283","137-877 âÏ?÷å?ã¼ßúõ®?ßúõ®ìéÔ× 1603-67","06643 âÏ?ã¼ßúõ®?üø?ÖØ303 ","+82-2-584-4700","http://www.shdfood.co.kr/","ñ²ìéò¸ñ²çé10:00~22:00£¬ñ²×¿10:00~15:00£¬17:00~21:00 KST","3?? Ñõİ»?Ô²Ñ©??ó×ó×2?õóÏ¢","",""
"14335","ja","«İ«Ï«ó¡¤«·«¯«¿«ó","https://japanese.visitseoul.net/restaurants/«İ«Ï«ó¡¤«·«¯«¿«ó-JP/JPP014333?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP014333","  43-1","03139 «½«¦«ëñ£ÖØ?ÔÄûùÚ¦ÖØ5Ê¶«­«ë31-11Í­ ","+82-2-765-6487","","15:00 ~ 24:00 (KST)","1?àÊ «Á«ç«ó«Î«µ«à«¬ 4ÛãõóÏ¢  ","","ùÛ?Öù×âìéÚõ"
"14769","ko","·¯ºùÇê","https://korean.visitseoul.net/restaurants/·¯ºùÇê/KOP014768?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014768"," ¼­¿ï °­³²±¸ °³Æ÷µ¿ 1218-16 1218-16","06308 ¼­¿ï °­³²±¸ °³Æ÷·Î22±æ 35 (°³Æ÷µ¿) ","02-576-2158","http://lovinghut.kr/kr/","11:00 - 21:00 ","½ÅºĞ´ç¼± ¾çÀç½Ã¹ÎÀÇ½£¿ª 2¹ø Ãâ±¸","","¼ÒÀÌ ½ºÅ×ÀÌÅ© ¹ö°Å, ºñ°ÇÇÇÀÚ, ¼ÒÀÌ¶ó¶¼"
"14336","ko","Æ÷Ç×½Ä´ç","https://korean.visitseoul.net/restaurants/Æ÷Ç×½Ä´ç/KOP014333?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014333"," ¼­¿ï Á¾·Î±¸ µ·ÀÇµ¿ 107 43-1","03139 ¼­¿ï Á¾·Î±¸ µ·È­¹®·Î5°¡±æ 31-1 (µ·ÀÇµ¿) ","02-765-6487","","15:00 ~ 24:00 ","1È£¼± Á¾·Î3°¡¿ª 4¹ø Ãâ±¸  ","","ÀÏ¹İÇÑ½Ä"
"10900","ko","¹Ì¿¤","https://korean.visitseoul.net/restaurants/¹Ì¿¤-K/KOP010898?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010898","135-517 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 94-3 ÆÛÁñ ÇÏ¿ì½º 1Ãş","06016 ¼­¿ïÆ¯º°½Ã °­³²±¸ µµ»ê´ë·Î67±æ 13-12  (Ã»´ãµ¿, ÆÛÁñÇÏ¿ì½º) ","02-512-2395","","10:00 ~ 23:50","ºĞ´ç¼± ¾Ğ±¸Á¤·Îµ¥¿À¿ª 3¹ø Ãâ±¸","",""
"5836","zh-TW","Ë°Ë°â÷ÕÎ(æ¾ß²ïÁ)","https://tchinese.visitseoul.net/restaurants/Ganggangsullae-TC/TCP005832?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP005832","135-930 âÏì³ã¼Ë°ÑõÏ¡æ¾ß²Ô× 797-19 ","06257 âÏì³ã¼Ë°ÑõÏ¡ÖåúÖÖØ325  ","+82-2-567-9233","http://www.sullai.com ","11:00 - 22:00 KST","ò¢ôÑ2ûÜàÊæ¾ß²ó×ì£ûÜõóÏ¢    ","ùÛÙş","ùÛéÚë¿áøŞÉïÒãİ¡¢ÌÍùÛéÚë¿Ô×Úï¡¢ùÛéÚ×Î "
"11593","ko","ÀÌÁî¹Ì","https://korean.visitseoul.net/restaurants/ÀÌÁî¹Ì/KOP011593?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011593"," ¼­¿ï °­³²±¸ ½Å»çµ¿ 621-3 ","06023 ¼­¿ï °­³²±¸ ¾ğÁÖ·Î 857 (½Å»çµ¿) ","02-542-7171","","¸ÅÀÏ 11:30~15:00 / 17:30~22:00","3È£¼± ¾Ğ±¸Á¤¿ª 3¹ø Ãâ±¸ ","","¸ğµë»ç½Ã¹Ì, ÃÊ¹ä"
